BOM,Package,Device ID,Device Name,Provider Name,Manufacturer Name,Class Name,Extension ID,Version,Date
200.0.2.0,HalExtQCWdogTimer7180.cab,ACPI\QCOM0804,"Qualcomm(R) System Manager QCWdogTimer HAL Extension","Qualcomm Incorporated","Qualcomm Incorporated",Computer,,1.0.0580.0000,10/13/2020
200.0.2.0,mcfg_subsys_ext7180.cab,ACPI\VEN_QCOM&DEV_081E&SUBSYS_CDP07180,"Snapdragon (TM) X15 LTE Modem","Qualcomm Technologies, Incorporated","Qualcomm Technologies, Incorporated",Extension,{295ed864-1553-4685-8b71-bda397c9680f},1.0.0620.0000,12/17/2020
200.0.2.0,mcfg_subsys_ext7180.cab,ACPI\VEN_QCOM&DEV_081E&SUBSYS_CDPA7180,"Snapdragon (TM) X15 LTE Modem","Qualcomm Technologies, Incorporated","Qualcomm Technologies, Incorporated",Extension,{295ed864-1553-4685-8b71-bda397c9680f},1.0.0620.0000,12/17/2020
200.0.2.0,mcfg_subsys_ext7180.cab,ACPI\VEN_QCOM&DEV_081E&SUBSYS_CLAQ7180,"Snapdragon (TM) X15 LTE Modem","Qualcomm Technologies, Incorporated","Qualcomm Technologies, Incorporated",Extension,{295ed864-1553-4685-8b71-bda397c9680f},1.0.0620.0000,12/17/2020
200.0.2.0,mcfg_subsys_ext7180.cab,ACPI\VEN_QCOM&DEV_081E&SUBSYS_CLS07180,"Snapdragon (TM) X15 LTE Modem","Qualcomm Technologies, Incorporated","Qualcomm Technologies, Incorporated",Extension,{295ed864-1553-4685-8b71-bda397c9680f},1.0.0620.0000,12/17/2020
200.0.2.0,mcfg_subsys_ext7180.cab,ACPI\VEN_QCOM&DEV_081E&SUBSYS_CLSA7180,"Snapdragon (TM) X15 LTE Modem","Qualcomm Technologies, Incorporated","Qualcomm Technologies, Incorporated",Extension,{295ed864-1553-4685-8b71-bda397c9680f},1.0.0620.0000,12/17/2020
200.0.2.0,mcfg_subsys_ext7180.cab,ACPI\VEN_QCOM&DEV_081E&SUBSYS_CLSQ7180,"Snapdragon (TM) X15 LTE Modem","Qualcomm Technologies, Incorporated","Qualcomm Technologies, Incorporated",Extension,{295ed864-1553-4685-8b71-bda397c9680f},1.0.0620.0000,12/17/2020
200.0.2.0,mcfg_subsys_ext7180.cab,ACPI\VEN_QCOM&DEV_081E&SUBSYS_IDP07180,"Snapdragon (TM) X15 LTE Modem","Qualcomm Technologies, Incorporated","Qualcomm Technologies, Incorporated",Extension,{295ed864-1553-4685-8b71-bda397c9680f},1.0.0620.0000,12/17/2020
200.0.2.0,mcfg_subsys_ext7180.cab,ACPI\VEN_QCOM&DEV_081E&SUBSYS_IDPA7180,"Snapdragon (TM) X15 LTE Modem","Qualcomm Technologies, Incorporated","Qualcomm Technologies, Incorporated",Extension,{295ed864-1553-4685-8b71-bda397c9680f},1.0.0620.0000,12/17/2020
200.0.2.0,mcfg_subsys_ext7180.cab,ACPI\VEN_QCOM&DEV_081E&SUBSYS_IDPS7180,"Snapdragon (TM) X15 LTE Modem","Qualcomm Technologies, Incorporated","Qualcomm Technologies, Incorporated",Extension,{295ed864-1553-4685-8b71-bda397c9680f},1.0.0620.0000,12/17/2020
