BOM,Package,Device ID,Device Name,Provider Name,Manufacturer Name,Class Name,Extension ID,Version,Date
200.0.1.0,qcbtfmuart8180.cab,ACPI\VEN_QCOM&DEV_0471&SUBSYS_MTPA8180,"Qualcomm(R) Bluetooth UART Transport Driver","Qualcomm Atheros Communications Inc.","Qualcomm Atheros Communications Inc.",Bluetooth,,1.0.1460.0000,01/14/2021
200.0.1.0,qcbtfmuart8180.cab,ACPI\VEN_QCOM&DEV_0471&SUBSYS_MTPB8180,"Qualcomm(R) Bluetooth UART Transport Driver","Qualcomm Atheros Communications Inc.","Qualcomm Atheros Communications Inc.",Bluetooth,,1.0.1460.0000,01/14/2021
200.0.1.0,qcbtfmuart8180.cab,ACPI\VEN_QCOM&DEV_0471&SUBSYS_MTPD8180,"Qualcomm(R) Bluetooth UART Transport Driver","Qualcomm Atheros Communications Inc.","Qualcomm Atheros Communications Inc.",Bluetooth,,1.0.1460.0000,01/14/2021
200.0.1.0,qccamisp8180.cab,ACPI\QCOM0428,"Qualcomm(R) Spectra(TM) 390 ISP","Qualcomm Inc.","Qualcomm Inc.",Camera,,1.0.1120.0000,05/14/2020
200.0.1.0,qccamjpege8180.cab,ACPI\QCOM0436,"Qualcomm(R) Spectra(TM) 390 ISP Camera JPEG Encoder Device","Qualcomm","Qualcomm",Camera,,1.0.1590.0000,06/25/2021
200.0.1.0,qccammipicsi8180.cab,ACPI\QCOM04A4,"Qualcomm(R) Spectra(TM) 390 ISP","Qualcomm Inc.","Qualcomm Inc.",Camera,,1.0.1120.0000,05/14/2020
200.0.1.0,qccamplatform8180.cab,ACPI\QCOM0435,"Qualcomm(R) Spectra(TM) 390 ISP","Qualcomm Inc.","Qualcomm Inc.",Camera,,1.0.1120.0000,05/14/2020
200.0.1.0,qccdi8180.cab,ACPI\QCOM0432,"Qualcomm(R) System Manager Device","Qualcomm Incorporated","Qualcomm Incorporated",SYSTEM,,1.0.1040.0000,03/20/2020
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A,"Qualcomm(R) Adreno(TM) 680 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&REV_0900,"Qualcomm(R) Adreno(TM) 685 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&REV_0910,"Qualcomm(R) Adreno(TM) 685 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
200.0.1.0,qcdx8180.cab,ACPI\VEN_QCOM&DEV_043A&REV_0912,"Qualcomm(R) Adreno(TM) 675 GPU","Qualcomm Incorporated","Qualcomm Incorporated",Display,,27.20.1580.0000,06/09/2021
